0.38088,0.38088,0.67497,0.67497,0.56089,0.56089,0.6002,0.6002,0.46997,0.46997,0.29915,0.29915,0.32093,0.32093,0.54195,0.54195,0.11936,0.11936,0.57522,0.57522,0.3199,0.3199,0.37614,0.37614,0.58106,0.58106,0.47962,0.47962,0.26973,0.26973
0.28974,0.28974,0.57529,0.57529,0.35701,0.35701,0.58018,0.58018,0.45984,0.45984,0.31205,0.31205,0.27506,0.27506,0.44418,0.44418,0.056854,0.056854,0.49424,0.49424,0.39265,0.39265,0.25339,0.25339,0.56648,0.56648,0.42101,0.42101,0.14257,0.14257
0.79233,0.79233,0.4878,0.4878,0.0034492,0.0034492,0.6097,0.6097,0.1605,0.1605,0.2003,0.2003,-3.0276e-15,-3.0276e-15,0.41236,0.41236,0.2006,0.2006,0.14347,0.14347,0.25392,0.25392,0.34407,0.34407,0.43976,0.43976,0.70104,0.70104,0.13567,0.13567
0.46921,0.46921,0.49906,0.49906,0.57451,0.57451,0.47277,0.47277,0.53768,0.53768,0.57827,0.57827,0.40991,0.40991,0.32553,0.32553,0.47734,0.47734,0.41976,0.41976,0.48643,0.48643,0.42956,0.42956,0.53161,0.53161,0.56773,0.56773,0.49545,0.49545
0.85549,0.85549,0.83092,0.83092,0.72326,0.72326,0.68782,0.68782,0.84469,0.84469,0.78262,0.78262,0.68401,0.68401,-3.0276e-15,-3.0276e-15,0.71293,0.71293,0.81024,0.81024,0.74202,0.74202,0.77126,0.77126,0.93103,0.93103,0.86038,0.86038,0.80486,0.80486
0.78868,0.78868,0.81127,0.81127,0.84814,0.84814,0.98058,0.98058,0.80997,0.80997,0.75881,0.75881,0.88287,0.88287,0.86188,0.86188,0.9903,0.9903,0.86107,0.86107,0.87717,0.87717,0.79454,0.79454,0.94504,0.94504,0.76893,0.76893,0.8693,0.8693
0.78191,0.78191,0.86832,0.86832,0.7698,0.7698,0.93483,0.93483,0.78915,0.78915,0.64986,0.64986,0.83499,0.83499,0.04089,0.04089,0.97407,0.97407,0.82585,0.82585,0.83868,0.83868,0.76014,0.76014,0.95663,0.95663,0.82383,0.82383,0.90459,0.90459
0.045333,-0.10962,0.03903,-0.12791,0.011294,-0.054806,0.042132,-0.010494,0.0040462,-0.1155,-0.0025899,0.0066428,-0.0016443,0.035088,0.030828,-0.1272,0.0053445,-0.022779,0.014017,-0.062049,0.0033351,-0.073138,0.022458,-0.19597,0.025031,-0.11084,0.040511,-0.0045132,0.0076992,-0.071717
0.047539,-0.069819,0.034803,-0.12093,0.017854,-0.048686,0.023842,-0.02395,0.018042,-0.13144,0.020518,-0.0087674,-0.0025773,0.036558,0.052758,-0.084415,-0.0077666,0.0061155,0.020661,-0.069755,0.0051801,-0.086286,0.026958,-0.10912,0.027299,-0.11641,0.040302,-0.0051626,0.0055773,-0.021437
0.11228,-0.1806,0.040925,-0.078586,-0.023099,0.11272,0.050792,-0.18164,-0.012283,0.013616,0.008454,-0.028082,-0.040311,0.14367,0.092335,-0.094376,-0.006375,0.0041399,-0.014472,0.0066504,-0.0059673,0.041136,0.035288,-0.0069807,0.024577,-0.17216,0.084923,-0.062971,-0.0096224,0.010276
0.012061,-0.020893,0.0031707,-0.072391,0.00076729,-0.066206,0.0020673,-0.057761,6.4128e-05,-0.16742,0.0085969,-0.014963,-0.0099489,0.059125,-0.00062145,0.14076,5.6228e-05,-0.031484,-0.011276,0.0010471,-7.3051e-05,0.016687,0.00019438,-0.049987,-0.00064861,0.012751,0.016663,-0.0050203,-4.0666e-05,0.019127
0.017374,-0.019801,0.01364,-0.029672,-0.0082864,0.0057994,0.018595,-0.011981,0.0013154,-0.00091918,0.0017965,-0.0049838,-0.007919,0.047252,-0.02173,0.79369,0.0023713,-0.048604,-0.0069629,0.0017429,0.0075988,-0.002431,-0.0001149,0.00011857,0.010013,-0.053959,0.024192,-0.064374,-0.0014213,0.0030981
4.3003e-09,-0.0019492,7.5693e-10,-0.029006,6.0054e-09,-0.022934,3.0391e-09,-0.0024094,1.7764e-09,-0.0049024,4.7554e-09,-0.06986,2.5651e-09,0.024936,3.6246e-08,-0.19891,8.5964e-10,-0.015221,4.1417e-09,-0.0038198,6.8218e-10,-0.015201,4.7594e-09,-0.10202,1.3509e-09,-0.0035464,2.2538e-10,0.0074806,4.871e-10,-0.035263
0.0057198,-0.00089447,0.0019563,-0.0076449,-0.0041811,0.017181,-0.0078578,0.019526,0.0083841,-0.023361,0.010707,-0.021571,-0.0018712,0.040176,-0.054387,0.65402,0.0020309,-0.053059,-0.0028745,0.02132,0.0062126,-0.014016,0.00061775,-0.098739,0.0049018,-0.0049109,0.011083,-0.061727,0.0059414,-0.0011262
1.9497e-10,-0.12674,0.010798,-0.11519,-0.022828,-0.15013,-3.6964e-11,-0.015403,0.033223,-5.0698e-10,0.018676,-4.9132e-10,0.070293,4.9128e-10,1.2038e-10,0.077737,0.047844,1.0625e-08,0.048893,-0.056649,-0.080686,-0.16476,0.048527,-0.02733,0.020199,-0.13221,0.03592,-0.15393,0.014319,-0.079661
-3.9764e-09,-0.040079,0.004664,-0.14847,-0.086508,-0.18661,0.01929,-0.011624,-2.6264e-10,-0.03856,4.8601e-10,1.46e-09,0.058617,0.0023433,7.5395e-11,0.021947,0.055928,1.1588e-10,0.019619,-0.07157,-0.01855,-0.10934,0.038236,2.6429e-09,0.017546,-0.11191,0.08212,-0.11077,0.0073166,-0.053591
0.33711,-0.043062,-0.0068022,-1.1385e-08,0.067594,-5.941e-10,0.1276,-0.053217,0.03112,0.027009,-0.092842,-0.10766,0.10912,0.010089,7.2221e-11,-0.036881,-8.7202e-10,-0.022224,-0.064114,-0.14833,2.1976e-10,-0.045995,-0.032537,1.6461e-09,0.12113,0.050132,0.10608,-5.7144e-10,0.07713,0.044762
-6.8844e-10,-0.033056,-0.09242,0.088257,-0.052975,0.004451,-8.988e-10,0.093702,0.0079309,0.099926,-2.6491e-09,-0.0084008,0.15122,0.085199,5.3755e-10,0.010012,-0.044873,-0.0071792,-0.0297,-0.052332,-6.7445e-10,0.015165,-0.039672,0.0015053,-1.7497e-09,-0.049164,0.0078494,0.041937,6.1998e-10,0.0062706
0.052971,0.019026,-0.038781,0.068954,0.0029849,-0.022032,-0.018586,4.6847e-10,6.4817e-10,1.8371e-10,-0.087386,-0.046071,0.080752,-0.00083831,5.9846e-10,0.049716,-0.020238,-1.6835e-09,-0.018126,-0.018164,-3.0557e-10,0.018869,-0.0087272,-0.012938,0.035436,0.12174,-0.066607,4.4266e-10,0.07641,0.089356
0.066122,-0.073253,-4.6776e-09,-0.12273,6.9258e-10,-1.8482e-08,-6.8319e-11,0.023347,-0.052583,6.3818e-10,0.15538,0.20756,-0.10082,-0.17726,-1.122e-10,0.041857,0.097852,0.07215,0.098332,0.048725,-2.5304e-10,-0.039139,-0.12219,-0.28785,0.014334,-0.035674,0.02507,-0.097371,0.071468,-0.011258
0.15151,-0.022826,4.6139e-09,-0.049633,-1.1379e-09,-0.021716,0.017914,-0.012102,-0.049659,-1.6966e-10,7.4063e-09,0.073926,-0.20152,-0.2349,1.5387e-10,0.057233,0.033133,0.074364,0.022155,0.0029142,-0.054067,-0.075523,-0.13068,-0.2035,0.030723,0.0019279,-1.6411e-09,-0.049041,0.040703,1.4649e-10
1.8366e-10,1.7518e-08,0.0096877,-0.068378,0.024594,-0.031804,-0.013787,-1.9534e-08,-0.016408,-0.17448,0.023669,-0.0052051,0.052454,0.040021,-0.17565,-3.1657e-10,0.0027098,0.063302,2.3192e-08,-0.091195,0.033794,-0.027783,0.060085,-4.116e-11,0.020284,-0.095571,0.020671,-0.15441,-0.00050249,1.4125e-10
4.1081e-10,0.015227,-0.011129,-0.051189,0.03799,3.185e-09,3.4142e-09,-0.023588,0.014696,-0.083544,0.018587,-1.9742e-10,0.0099858,-0.018925,-0.17055,-0.057302,-0.013038,0.021061,6.8769e-09,-0.099838,0.059068,-0.026042,0.027884,-3.5428e-10,0.035591,-0.10741,1.0531e-10,-0.12302,-0.028169,0.029967
