0.01
0.035
0.06
0.085
0.11
0.135
0.16
0.185
0.21
0.235
0.26
0.285
0.31
0.335
0.36
0.385
0.41
0.435
0.46
0.485
0.51
0.535
0.56
0.585
0.61
0.635
0.66
0.685
0.71
