,0,1,2,3,4,5
0,0.36088999993011067,0.36088999993011067,0.36088999993011067,0.36088999993011067,0.36088999993011067,0.36088999993011067
1,0.3749499999299698,0.3749499999299698,0.3749499999299698,0.3749499999299698,0.3749499999299698,0.3749499999299698
2,0.71293999992599,0.71293999992599,0.71293999992599,0.71293999992599,0.71293999992599,0.71293999992599
3,0.8266799999242564,0.8266799999242564,0.8266799999242564,0.8266799999242564,0.8266799999242564,0.8266799999242564
4,0.83479999992413,0.83479999992413,0.83479999992413,0.83479999992413,0.83479999992413,0.83479999992413
5,0.8917999999232388,0.8917999999232388,0.8917999999232388,0.8917999999232388,0.8917999999232388,0.8917999999232388
6,0.10159101765766743,0.2887610176576675,-0.07009898234233272,0.0010210176576673057,-0.04359898234233267,-0.0008289823423327132
7,0.09855594483264939,0.14992594483264934,-0.07917405516735071,0.028515944832649315,-0.0737940551673508,-0.050254055167350715
8,-0.14868387669823344,0.09795612330176659,0.02405612330176653,-0.3371838766982335,-0.013403876698233471,0.08057612330176663
9,-0.07508023131369598,0.012259768686304023,0.05879976868630391,0.022859768686303957,-0.01973023131369603,-0.012550231313696052
10,-0.04686295919133181,0.16765704080866842,0.020927040808668296,-0.14939295919133175,-0.03217295919133172,0.0902270408086684
11,-0.030977982401511065,0.09435201759848881,-0.03347798240151115,0.03671201759848887,-0.022057982401511047,0.011942017598488935
12,1.8028348876382296e-19,-1.0759728744689998e-19,-2.0260810280411526e-20,-9.031102808186309e-20,1.1397780051529387e-19,-4.2763001076757305e-20
13,2.6125516183323258e-19,-1.9845162989996976e-19,-1.2845329330000056e-19,-1.0704957865697177e-19,1.5376088784623198e-19,6.649209095583301e-20
14,2.846014722733952e-19,-9.883982964756371e-20,3.3629316029777927e-19,-1.4641925355626918e-19,-2.037826981800894e-19,-1.4719667874799244e-19
15,1.0303203438826927e-19,-8.101803636648247e-20,-9.410324245577035e-20,-5.458622606905029e-20,1.8107845424117433e-19,-1.931045652498656e-20
16,9.998399106660196e-20,-1.3643738047614907e-20,2.8821543229410063e-19,-1.747944335052215e-20,-3.6427865693412544e-19,1.1117342882263879e-20
17,9.460728127815153e-20,-6.420536181110622e-20,-4.591200603994564e-20,-3.6341792379581496e-20,6.562626394594047e-20,1.6110356797576095e-20
18,3.0095824823242564e-19,-3.736149465139632e-19,-5.661056498630246e-19,-2.8492373736056886e-19,-4.316203555845521e-19,1.38203028371886e-18
19,3.725080927390207e-20,-1.3883475472156543e-19,-1.0869614703279657e-19,-1.5823694943196247e-20,-2.1757356252262154e-19,4.50697029914722e-19
20,4.224772606359166e-19,-3.8733781694950294e-19,-7.840799135913688e-19,-4.709663536011405e-19,-3.17652291104063e-19,1.5792482210768367e-18
21,4.5042886783052194e-20,-6.785709537502469e-20,-1.1843478222398808e-19,-6.385902568543932e-20,-4.560534909625722e-20,2.680457290360646e-19
