,0,1,2,3,4,5
0,7.693909030748473e-10,7.693909030731797e-10,7.693909030735371e-10,7.693909030739341e-10,7.693909030736429e-10,7.693909030745561e-10
1,0.002808663201512841,0.002808663201513001,0.002808663201512899,0.002808663201512884,0.002808663201512889,0.002808663201512886
2,0.3407988035312878,0.3407988035312877,0.3407988035312878,0.3407988035312877,0.3407988035312877,0.3407988035312878
3,0.4545387885253456,0.4545387885253457,0.4545387885253456,0.4545387885253457,0.4545387885253457,0.45453878852534574
4,0.4626587875478732,0.4626587875478731,0.46265878754787315,0.46265878754787315,0.4626587875478731,0.46265878754787315
5,0.5196587809207673,0.5196587809207674,0.5196587809207673,0.5196587809207673,0.5196587809207673,0.5196587809207673
6,0.10144077041178615,0.2886107704117862,-0.07024922958821377,0.0008707704117861366,-0.043749229588213666,-0.0009792295882136912
7,0.0998630186348414,0.1512330186348416,-0.07786698136515843,0.02982301863484145,-0.0724869813651585,-0.048946981365158404
8,-0.15006683241523938,0.09657316758476064,0.02267316758476044,-0.33856683241523944,-0.014786832415239466,0.07919316758476046
9,-0.07511206746670535,0.012227932533294494,0.058767932533294584,0.022827932533294557,-0.01976206746670532,-0.012582067466705317
10,-0.046155931857848734,0.16836406814215127,0.02163406814215111,-0.1486859318578487,-0.031465931857848774,0.0909340681421511
11,-0.030399771678329166,0.09493022832167056,-0.032899771678329144,0.03729022832167058,-0.021479771678329162,0.012520228321670776
12,-5.105422241987254e-23,3.0924036672873466e-23,6.295337508662089e-24,2.4264333498328288e-23,-3.209901051499782e-23,1.2616275532910053e-23
13,-7.355964948067325e-23,5.448948087897754e-23,3.490110439158696e-23,2.963239319132039e-23,-4.3023898283269687e-23,-1.9179589426797413e-23
14,-7.790305318670304e-23,2.71051762022835e-23,-9.482390995868272e-23,4.0453137119086553e-23,5.744168933320892e-23,4.122561689840382e-23
15,-2.8579816956061923e-23,2.198009188687459e-23,2.5644848897592493e-23,1.5658350202430258e-23,-5.105053218904378e-23,5.254370478310857e-24
16,-3.07868358104434e-23,3.427782309849701e-24,-8.0713834963495e-23,4.8249700637010095e-24,1.0155258025395925e-22,-1.7112131138689424e-24
17,-2.6551473944074176e-23,1.7936510834471826e-23,1.2890075206639557e-23,1.0281587914281526e-23,-1.7857736048536147e-23,-4.455988805791083e-24
18,-8.425907598139232e-23,1.0486659155196271e-22,1.5802278600027229e-22,8.003626666648794e-23,1.3200801067140898e-22,-3.833143398829656e-22
19,-1.5252260055076363e-24,3.50030858468594e-24,4.092958486980799e-23,3.0509999686249136e-23,1.0921819523150073e-22,-1.494051028472416e-22
20,-1.1800993802071087e-22,1.0781743886025788e-22,2.1856833768113695e-22,1.30902187171259e-22,8.868891680926897e-23,-4.3990402488726415e-22
21,-5.2630794861201296e-23,6.079900870790752e-23,8.8021859514378e-23,5.2118751975866885e-23,1.780916698782943e-23,-7.272348564881911e-23
