,0,1,2,3,4,5
0,5.563636738240565e-10,5.563637089767022e-10,5.56363690844732e-10,5.563636676389616e-10,5.563637656949565e-10,5.563637433942011e-10
1,6.155914533390709e-10,6.155914142421212e-10,6.155914344078887e-10,6.155914602223129e-10,6.155913511608943e-10,6.15591375963656e-10
2,0.15491381314718333,0.1549138131471835,0.15491381314718355,0.15491381314718342,0.15491381314718364,0.15491381314718344
3,0.2686538740305825,0.26865387403058255,0.26865387403058244,0.26865387403058255,0.26865387403058266,0.2686538740305825
4,0.27677387622287297,0.276773876222873,0.2767738762228732,0.2767738762228732,0.2767738762228732,0.2767738762228733
5,0.33377388893194965,0.33377388893194976,0.33377388893194987,0.33377388893194976,0.33377388893195,0.33377388893195
6,0.10160406462114387,0.2887740646211438,-0.07008593537885789,0.0010340646211438032,-0.043585935378857854,-0.0008159353788578517
7,0.10008313804311383,0.15145313804311383,-0.07764686195688777,0.03004313804311398,-0.0722668619568878,-0.04872686195688779
8,-0.15012228578591708,0.09651771421408459,0.022617714214084535,-0.33862228578591713,-0.014842285785917215,0.07913771421408446
9,-0.07514353863717041,0.012196461362831312,0.05873646136283128,0.022796461362831342,-0.019793538637170382,-0.012613538637170435
10,-0.045842521633483846,0.16867747836651809,0.021947478366517965,-0.14837252163348377,-0.031152521633483796,0.091247478366518
11,-0.03007425043961076,0.09525574956039073,-0.0325742504396107,0.037615749560390925,-0.021154250439610712,0.012845749560391069
12,5.617324485669704e-20,-3.354509979595924e-20,-6.317614210701047e-21,-2.8156506433751955e-20,3.553573653834105e-20,-1.3331215066902528e-20
13,8.145132045950863e-20,-6.187087990419999e-20,-4.004663976809494e-20,-3.337412744606295e-20,4.794163841268354e-20,2.07297809922876e-20
14,8.876168009111118e-20,-3.081488487708122e-20,1.0484623644502774e-19,-4.564797701453445e-20,-6.353239371561779e-20,-4.5892561273683936e-20
15,3.2124764353700295e-20,-2.525824720077546e-20,-2.9339285104983436e-20,-1.7019700272551307e-20,5.645450100984857e-20,-6.020232068738188e-21
16,3.123520538340966e-20,-4.2535283318734895e-21,8.985589079549247e-20,-5.449877221827862e-21,-1.135708520025882e-19,3.466544131051957e-21
17,2.949602145854344e-20,-2.001576923659908e-20,-1.4313734035623352e-20,-1.1331047755863702e-20,2.0458784985314748e-20,5.0217619343222615e-21
18,9.382856464919399e-20,-1.1648103712756584e-19,-1.7649157314660558e-19,-8.883010532861473e-20,-1.345341452081844e-19,4.309692904185583e-19
19,1.2190423565691334e-20,-4.341426994557565e-20,-3.4525087920665907e-20,-5.649898247867057e-21,-6.685019925314833e-20,1.4038176047521736e-19
20,1.3171698639337589e-19,-1.207621938370703e-19,-2.4445216746953714e-19,-1.4683274255968707e-19,-9.903217428246638e-20,4.923598297274229e-19
21,1.4334973032559243e-20,-2.0607436493253794e-20,-3.708961068189494e-20,-1.9753720182215674e-20,-1.4288606287969623e-20,8.354537771650525e-20
22,1.2609506085119748e-19,-1.1868555941283699e-19,-2.1789496663088316e-19,-1.1882893094582544e-19,-1.4233110275844806e-19,4.840496459229753e-19
23,6.595046771017179e-20,-5.313847983153842e-20,-9.973488467127949e-20,-5.471406187712986e-20,-5.922621220143377e-20,2.1437936771911795e-19
24,1.3278020143056297e-17,-3.710402646093699e-18,-2.2486849809592037e-18,-6.760555549435872e-18,3.528941367849728e-18,-3.607983729831996e-18
25,9.24834007503851e-18,-2.585819427324195e-18,-1.5458581492951573e-18,-4.70847518317593e-18,2.4554338641295656e-18,-2.530209226154546e-18
26,4.970234500285848e-17,-1.389113082013241e-17,-8.483905770738494e-18,-2.5306355706604245e-17,1.3204372263347533e-17,-1.3437591055005571e-17
27,3.241746255940685e-18,-9.029864590771289e-19,-5.462809829317666e-19,-1.6517487578166117e-18,8.660302502973019e-19,-8.87213990638294e-19
28,2.766323426493735e-17,-7.732285649289e-18,-4.725546063658509e-18,-1.4080079090797294e-17,7.334068079589895e-18,-7.462952104505257e-18
29,4.006703941085153e-18,-1.1162835492818226e-18,-6.934362890452121e-19,-2.0431993109060065e-18,1.0794780808100178e-18,-1.0830147406427007e-18
30,-9.106536384813959e-21,5.925410523649516e-20,2.6662440594013127e-19,-1.735170509259067e-20,-1.0857845276767434e-19,-1.8663889775467918e-19
31,-2.7039975292287975e-21,4.3113394221615644e-20,2.0522063139101218e-19,-9.197863336406698e-21,-8.895656783550859e-20,-1.4283676487918614e-19
32,-2.988142083156812e-20,1.6732283136032474e-19,7.626092299739688e-19,-5.4069825955570946e-20,-3.2160295747249326e-19,-5.143891401734394e-19
33,1.3020759256930972e-20,-7.582853272976924e-20,-2.8467201273511393e-19,2.323061958266471e-20,9.582800747024575e-20,2.268287150553196e-19
34,-7.248476559057617e-21,7.492589187306343e-20,4.2207392291081563e-19,-1.9484063434210942e-20,-2.176835623918041e-19,-2.465530090734811e-19
35,3.005896252395956e-20,-1.1638594644254657e-19,-3.961686973606375e-19,4.2972549624999955e-20,1.0847747965143074e-19,3.2917525096003626e-19
36,2.2269760367582953e-19,1.0548014885067122e-18,5.1777056267591616e-21,2.586076801221495e-19,1.1225247683979774e-18,-1.5537807476129939e-18
37,4.2229047192271997e-19,1.8559532062490586e-18,-1.6361919078963562e-20,4.449216006740206e-19,2.0004194489419492e-18,-2.7546137761692612e-18
38,-9.792184715948542e-19,-3.7894071436610315e-18,1.1370868972341647e-19,-8.850808256407988e-19,-4.14294743106466e-18,5.695919912496739e-18
39,-4.583305995387797e-19,-1.663772016691957e-18,6.547489687272317e-20,-3.8446935463039475e-19,-1.8244802088901073e-18,2.5179376053263385e-18
40,6.002097362909511e-19,2.684736739540471e-18,-2.4739397163331684e-20,6.335848934377695e-19,2.9015308200019956e-18,-3.9691144718309725e-18
41,1.0048970162895583e-18,4.248213354770005e-18,-7.869255781564944e-20,9.987930077848536e-19,4.628979807261098e-18,-6.3397315576579455e-18
42,5.812054164417881e-19,-6.900044636500669e-19,3.6315708418211526e-19,1.772949810978059e-19,-7.558036698713584e-19,2.643946875962826e-19
43,6.149566014964576e-19,-7.335751336755073e-19,3.8731094708655416e-19,1.8878039890470673e-19,-8.001264266963425e-19,2.7886465691265595e-19
44,4.162755950605395e-19,-4.779023836384573e-19,2.4678662465602413e-19,1.1822446931571243e-19,-5.3326928152914025e-19,1.90078198410683e-19
45,1.80197764513973e-20,-3.435169705659823e-20,2.0283812563962562e-20,1.2599309462458917e-20,-1.8555486339202226e-20,5.3209732211426465e-21
46,1.5295921575136875e-19,-1.6198849267332905e-19,7.9014385427685e-20,3.876168054212283e-20,-1.8961383625370104e-19,7.063105405182122e-20
47,-9.214481614139322e-20,1.1469931794255034e-19,-6.282623129281067e-20,-2.7700306915364145e-20,1.3122539108229825e-19,-4.3689165034100397e-20
48,4.249281113025377e-21,8.409938967464864e-21,-1.1323307718209445e-20,1.9052735070887422e-21,2.7056402397155236e-20,-2.6437294614581156e-20
49,1.1477481105814056e-20,2.3607327919602817e-20,-2.51382276244992e-20,5.855888531669181e-21,6.325005796535725e-20,-7.046160286717183e-20
